model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 X2,2018.0,Semi-Auto,,Petrol,145.0,38.7,2.0,22898
 3 Series,2011.0,Manual,90000.0,Diesel,,62.8,2.0,6490
 3 Series,,Automatic,12608.0,Diesel,145.0,52.3,2.0,27596
 X3,2018.0,Semi-Auto,5458.0,Diesel,145.0,56.5,2.0,29980
 3 Series,2016.0,Semi-Auto,24144.0,Diesel,,51.4,3.0,22494
 1 Series,2016.0,Manual,,Petrol,125.0,53.3,1.5,10000
 1 Series,2017.0,Manual,23205.0,,30.0,65.7,2.0,15298
 1 Series,2014.0,Manual,38000.0,Diesel,30.0,65.7,2.0,10975
 1 Series,2014.0,Manual,30000.0,Petrol,305.0,,3.0,15965
 X4,2019.0,Automatic,3502.0,Diesel,145.0,42.8,2.0,38380
 3 Series,2013.0,Automatic,31850.0,Petrol,145.0,47.9,1.6,10295
 X1,2019.0,Automatic,105.0,Petrol,145.0,40.9,1.5,27980
 X1,2019.0,Manual,1571.0,Petrol,145.0,,1.5,23000
 4 Series,2019.0,Automatic,,Diesel,145.0,53.3,3.0,28980
 X3,2020.0,Semi-Auto,6235.0,Diesel,150.0,36.7,3.0,42990
 1 Series,2019.0,Automatic,123.0,Diesel,145.0,,2.0,32060
 X5,2018.0,Automatic,17552.0,,145.0,45.6,3.0,32700
 X1,2016.0,Manual,29018.0,Diesel,125.0,58.9,2.0,17698
 X6,2016.0,,43600.0,Diesel,200.0,44.8,3.0,29995
 3 Series,2017.0,Manual,30761.0,Diesel,125.0,58.9,2.0,17285
 5 Series,2019.0,,1756.0,Diesel,145.0,51.4,3.0,34994
 3 Series,2016.0,Automatic,38480.0,Hybrid,0.0,148.7,2.0,16900
 X1,2019.0,Manual,105.0,Diesel,,60.1,,31490
 3 Series,2018.0,Semi-Auto,7509.0,Diesel,145.0,62.8,2.0,21875
 X3,2011.0,Automatic,85000.0,Diesel,165.0,50.4,2.0,8440
 1 Series,2017.0,Semi-Auto,17129.0,Petrol,150.0,47.9,2.0,18494
 4 Series,2019.0,Semi-Auto,6644.0,Diesel,145.0,49.6,3.0,29990
 5 Series,2020.0,Semi-Auto,16.0,Hybrid,145.0,44.8,2.0,34850
 3 Series,,Automatic,29681.0,Petrol,,48.7,,18495
 6 Series,2016.0,Automatic,41963.0,Diesel,160.0,,3.0,19999
 2 Series,,Semi-Auto,21809.0,Diesel,145.0,64.2,,17498
 4 Series,2031.0,Semi-Auto,18980.0,Diesel,150.0,,2.0,23480
 2 Series,2014.0,Manual,31676.0,Diesel,125.0,58.9,2.0,12302
 5 Series,2019.0,Semi-Auto,4982.0,Petrol,145.0,50.4,2.0,24295
 3 Series,2017.0,Manual,,Diesel,30.0,67.3,2.0,15295
 4 Series,2020.0,Semi-Auto,10.0,Diesel,145.0,60.1,2.0,30995
 2 Series,2019.0,Manual,8494.0,Diesel,,,2.0,21980
 3 Series,2014.0,,,Diesel,20.0,68.9,2.0,8999
 X1,2017.0,Automatic,6391.0,Diesel,145.0,65.7,2.0,20489
 4 Series,2019.0,Automatic,4500.0,Diesel,,58.9,2.0,29995
 1 Series,2017.0,Automatic,37834.0,Diesel,,67.3,2.0,16185
 X3,2020.0,Semi-Auto,6565.0,Diesel,150.0,54.3,2.0,32490
 1 Series,2016.0,Manual,36669.0,Diesel,,83.1,1.5,10648
 X5,2017.0,Automatic,27932.0,Diesel,145.0,47.1,3.0,31950
 1 Series,2015.0,Manual,,Diesel,30.0,65.7,2.0,10569
 X3,2019.0,Semi-Auto,6962.0,Diesel,145.0,48.7,3.0,32660
 1 Series,2017.0,Manual,26574.0,Petrol,150.0,,2.0,19995
 4 Series,2040.0,Semi-Auto,2649.0,Petrol,145.0,41.5,3.0,30980
 X6,2019.0,Semi-Auto,,Diesel,150.0,34.9,3.0,52995
 4 Series,2018.0,Manual,24848.0,Petrol,145.0,36.7,,24000
 1 Series,2016.0,Manual,23954.0,Petrol,125.0,,1.5,12869
 1 Series,2018.0,Automatic,24791.0,Petrol,150.0,55.5,1.5,14750
 7 Series,2019.0,Semi-Auto,19423.0,Diesel,150.0,54.3,,37999
 5 Series,2016.0,Automatic,,Diesel,125.0,60.1,2.0,13500
 5 Series,2019.0,Semi-Auto,11567.0,Hybrid,135.0,156.9,2.0,35995
 3 Series,2016.0,Automatic,23442.0,Diesel,30.0,64.2,2.0,16775
 1 Series,2015.0,Automatic,32000.0,Petrol,,,3.0,15499
 1 Series,2015.0,Manual,11524.0,Diesel,0.0,83.1,1.5,11100
 X3,2017.0,Automatic,75786.0,,,54.3,2.0,17500
 X3,2019.0,Automatic,,Petrol,145.0,30.4,2.0,30900
 X3,2016.0,Automatic,46837.0,,200.0,47.9,3.0,19200
 X2,2019.0,Semi-Auto,11571.0,Petrol,145.0,34.0,2.0,32130
 3 Series,2018.0,Semi-Auto,37052.0,Diesel,145.0,51.4,3.0,21800
 4 Series,2016.0,Semi-Auto,21600.0,Petrol,300.0,,3.0,37940
 1 Series,2019.0,Manual,8910.0,Diesel,145.0,78.5,1.5,15750
 X3,2015.0,Automatic,126700.0,Diesel,150.0,54.3,2.0,12000
 4 Series,,Automatic,19293.0,Diesel,145.0,65.7,2.0,19600
 X1,2019.0,Semi-Auto,10730.0,Diesel,145.0,50.4,2.0,26970
 1 Series,2015.0,Manual,38000.0,Petrol,125.0,,,11995
 X4,2019.0,Semi-Auto,4068.0,Diesel,,40.9,3.0,36490
 X3,2013.0,Semi-Auto,30400.0,Diesel,165.0,50.4,2.0,13690
 5 Series,2019.0,Semi-Auto,6.0,Diesel,145.0,65.7,2.0,28380
 3 Series,2020.0,Semi-Auto,4500.0,,145.0,50.4,2.0,33995
 3 Series,2017.0,Automatic,15873.0,Diesel,,54.3,,19299
 X5,2016.0,Automatic,14626.0,Diesel,235.0,42.8,3.0,35498
 2 Series,2016.0,Semi-Auto,32274.0,Petrol,,51.4,1.5,14998
 1 Series,2019.0,Semi-Auto,7561.0,Diesel,,47.9,1.5,18440
 4 Series,,Semi-Auto,4020.0,Diesel,145.0,60.1,2.0,22480
 3 Series,2017.0,Manual,61093.0,Petrol,150.0,45.6,2.0,14497
 X5,2019.0,Semi-Auto,13.0,Diesel,150.0,37.7,3.0,52875
 3 Series,2015.0,Semi-Auto,46316.0,Petrol,160.0,46.3,2.0,13995
 1 Series,2016.0,Automatic,16426.0,Diesel,,62.8,2.0,15000
 3 Series,2016.0,Semi-Auto,45090.0,Diesel,165.0,51.4,3.0,18990
 3 Series,2019.0,Semi-Auto,12991.0,Diesel,,,2.0,24475
 2 Series,,Semi-Auto,3682.0,Petrol,145.0,47.9,,21995
 3 Series,2019.0,Manual,3980.0,Diesel,,53.3,2.0,29998
 3 Series,2020.0,Semi-Auto,3500.0,Petrol,,42.2,2.0,27492
 5 Series,2016.0,Semi-Auto,30070.0,,30.0,62.8,2.0,16000
 2 Series,2016.0,,14395.0,Petrol,145.0,47.1,1.5,15000
 2 Series,2018.0,Semi-Auto,18000.0,Diesel,,60.1,2.0,20995
 3 Series,2019.0,Semi-Auto,,Petrol,150.0,42.2,2.0,25980
 X2,2019.0,Automatic,,Diesel,145.0,58.9,,30571
 3 Series,2017.0,Semi-Auto,44751.0,Petrol,145.0,48.7,2.0,20030
 2 Series,2019.0,Semi-Auto,5122.0,,145.0,,1.5,20263
 2 Series,2019.0,Semi-Auto,3344.0,Diesel,145.0,49.6,2.0,20450
 1 Series,2017.0,Manual,19167.0,Diesel,,68.9,2.0,12491
 4 Series,2019.0,Automatic,9564.0,Diesel,145.0,65.7,,23350
 3 Series,2018.0,Semi-Auto,8259.0,Petrol,145.0,,2.0,22995
 6 Series,2014.0,Semi-Auto,,Diesel,165.0,51.4,3.0,15750
 1 Series,2016.0,Manual,52409.0,Diesel,,65.7,2.0,11497
 X2,2019.0,Semi-Auto,4030.0,Petrol,145.0,,2.0,26930
 X3,2019.0,Semi-Auto,5527.0,Diesel,145.0,48.7,3.0,36990
 3 Series,2013.0,Automatic,62000.0,Diesel,,62.8,2.0,10990
 1 Series,2018.0,Manual,20376.0,Petrol,150.0,52.3,1.5,17480
 X3,2016.0,Automatic,77823.0,Diesel,125.0,54.3,2.0,15500
 2 Series,,Semi-Auto,10570.0,Petrol,145.0,47.9,2.0,21775
 3 Series,2012.0,Automatic,84000.0,Diesel,30.0,62.8,2.0,10500
 X5,,Automatic,11436.0,Diesel,145.0,37.7,3.0,44036
 1 Series,2013.0,Automatic,31086.0,Petrol,235.0,37.7,,16299
 4 Series,2019.0,Semi-Auto,8142.0,Diesel,145.0,,3.0,27450
 X2,2019.0,Automatic,8728.0,Petrol,145.0,34.0,2.0,34995
 5 Series,2017.0,Semi-Auto,48457.0,Diesel,145.0,68.9,2.0,19000
 2 Series,2019.0,Manual,7168.0,Petrol,145.0,52.3,,17980
 3 Series,2011.0,Manual,66400.0,Diesel,125.0,,2.0,6495
 5 Series,2016.0,Automatic,87000.0,Diesel,160.0,51.4,3.0,13990
 1 Series,2016.0,Manual,29226.0,Diesel,30.0,62.8,2.0,13500
 3 Series,2015.0,Semi-Auto,27855.0,Diesel,160.0,51.4,3.0,18498
 M4,2017.0,Semi-Auto,25777.0,Petrol,145.0,34.0,3.0,33450
 3 Series,2017.0,Semi-Auto,27123.0,Diesel,145.0,62.8,2.0,19991
 X1,2019.0,Manual,1501.0,,145.0,51.4,1.5,25995
 2 Series,2018.0,Semi-Auto,,Petrol,145.0,,1.5,19950
 X7,2020.0,Semi-Auto,3452.0,Diesel,,33.6,,64995
 1 Series,2018.0,,10374.0,Diesel,145.0,49.6,2.0,17498
 1 Series,2014.0,Manual,,Petrol,145.0,50.4,1.6,12990
 1 Series,2017.0,Manual,30800.0,Diesel,145.0,62.8,2.0,15990
 2 Series,2019.0,Manual,123.0,,145.0,52.3,1.5,22646
 X2,2019.0,Semi-Auto,2975.0,Petrol,,34.0,2.0,36451
 X5,2016.0,Automatic,33541.0,Diesel,200.0,47.1,3.0,29570
 3 Series,2020.0,Semi-Auto,9.0,Petrol,145.0,34.9,3.0,41990
 5 Series,2015.0,Automatic,33731.0,Diesel,30.0,62.8,,14500
 5 Series,2019.0,Semi-Auto,3383.0,,,,3.0,38995
 7 Series,2016.0,Semi-Auto,,Diesel,145.0,54.3,3.0,29240
 4 Series,2017.0,Semi-Auto,,Diesel,145.0,,,18700
 4 Series,2017.0,Automatic,30949.0,Diesel,30.0,65.7,2.0,19399
 3 Series,2017.0,Automatic,49877.0,Diesel,145.0,65.7,2.0,13400
 4 Series,2017.0,Automatic,22771.0,,145.0,55.4,3.0,19491
 X2,2020.0,Semi-Auto,105.0,Diesel,,50.4,2.0,26850
 4 Series,2016.0,Semi-Auto,,Petrol,160.0,44.1,2.0,19841
 5 Series,2016.0,Automatic,52000.0,Diesel,30.0,62.8,2.0,14490
 X1,2017.0,Manual,33600.0,Diesel,,68.9,2.0,14995
 1 Series,2016.0,Manual,33546.0,Diesel,0.0,83.1,1.5,10399
 1 Series,2012.0,Manual,41000.0,Diesel,30.0,62.8,2.0,8995
 4 Series,2017.0,Automatic,23163.0,Diesel,30.0,,2.0,18990
 X1,2016.0,,25710.0,Diesel,30.0,65.7,2.0,17360
 3 Series,2019.0,Automatic,999.0,Petrol,145.0,34.9,3.0,39995
 1 Series,2017.0,Automatic,26213.0,Petrol,145.0,47.9,2.0,17160
 3 Series,2019.0,Semi-Auto,7825.0,Petrol,150.0,,3.0,41990
 X3,2019.0,Semi-Auto,8891.0,Diesel,145.0,54.3,2.0,35450
 X3,2019.0,Semi-Auto,11.0,Diesel,145.0,54.3,2.0,33990
 3 Series,2015.0,Automatic,74317.0,Diesel,150.0,55.4,2.0,11300
 X5,2015.0,Automatic,47000.0,Diesel,200.0,47.1,3.0,26495
 3 Series,2015.0,Manual,,Petrol,145.0,47.9,2.0,14499
 4 Series,2019.0,Automatic,2000.0,,145.0,60.1,2.0,28750
 1 Series,,Semi-Auto,5298.0,Diesel,145.0,67.3,2.0,19250
 4 Series,2019.0,Semi-Auto,5491.0,,145.0,44.8,,32991
 1 Series,2017.0,Manual,10.0,Petrol,125.0,53.3,1.5,19490
 3 Series,2019.0,Manual,16.0,Diesel,145.0,54.3,2.0,29990
 2 Series,2016.0,Manual,50000.0,Diesel,30.0,64.2,2.0,13450
 4 Series,2019.0,Semi-Auto,7389.0,Petrol,145.0,,,25995
 M4,2015.0,Semi-Auto,37724.0,Petrol,325.0,32.5,3.0,29490
 3 Series,2016.0,Automatic,20889.0,Hybrid,0.0,,2.0,15325
 3 Series,2015.0,Manual,55988.0,Diesel,20.0,72.4,2.0,10999
 5 Series,,Automatic,164500.0,,140.0,53.3,2.0,6980
 2 Series,2019.0,Semi-Auto,7594.0,Diesel,150.0,51.4,2.0,21980
 X4,2019.0,Semi-Auto,6747.0,Petrol,,26.9,3.0,41980
 2 Series,2015.0,Automatic,64888.0,Diesel,20.0,,2.0,8995
 5 Series,2019.0,Automatic,101.0,,,50.4,2.0,32980
 1 Series,2019.0,Semi-Auto,,Diesel,,67.3,2.0,20875
 3 Series,2016.0,Automatic,40217.0,Hybrid,0.0,148.7,2.0,16099
 3 Series,2019.0,Automatic,4971.0,Diesel,,52.3,2.0,26000
 3 Series,2013.0,Automatic,70000.0,,,50.4,2.0,10985
 1 Series,2019.0,Semi-Auto,5939.0,,145.0,40.4,1.5,23780
 3 Series,2019.0,Manual,5000.0,Diesel,,54.3,2.0,29998
 3 Series,2016.0,Manual,88192.0,Diesel,30.0,65.7,2.0,11099
 1 Series,2015.0,Automatic,29867.0,Diesel,30.0,65.7,2.0,13800
 X6,2015.0,Semi-Auto,22032.0,Petrol,570.0,25.4,4.4,36950
 2 Series,2019.0,Manual,5512.0,Petrol,145.0,42.8,1.5,19490
 X3,2019.0,Semi-Auto,1299.0,Diesel,145.0,54.3,2.0,35600
 3 Series,2017.0,Automatic,,,150.0,51.4,3.0,21000
 1 Series,2017.0,Manual,24757.0,,,56.5,,12250
 X1,2019.0,Manual,10879.0,Petrol,145.0,39.8,1.5,22750
 X5,2019.0,Semi-Auto,5311.0,Diesel,145.0,37.7,3.0,47990
 5 Series,2015.0,Semi-Auto,54386.0,Diesel,,62.8,2.0,12950
 4 Series,2019.0,Automatic,3250.0,Petrol,145.0,48.7,2.0,25500
 7 Series,2019.0,Semi-Auto,706.0,Diesel,145.0,44.1,3.0,52700
 3 Series,2017.0,Automatic,64000.0,Hybrid,0.0,134.5,,15795
 4 Series,2019.0,Automatic,,,145.0,60.1,2.0,29840
 4 Series,2020.0,Semi-Auto,,Petrol,,48.7,2.0,34980
 5 Series,2013.0,Semi-Auto,55642.0,Diesel,145.0,55.4,2.0,12791
 1 Series,2019.0,Semi-Auto,1527.0,Petrol,145.0,43.5,1.5,23995
 X5,2015.0,Automatic,,Diesel,200.0,47.1,3.0,25995
 2 Series,2019.0,Automatic,4000.0,Petrol,145.0,,2.0,25000
 1 Series,2015.0,Manual,33000.0,Diesel,20.0,72.4,1.5,10950
 1 Series,2017.0,Manual,,Petrol,20.0,,0.0,12800
 2 Series,2019.0,Semi-Auto,15006.0,Petrol,145.0,47.9,2.0,21356
 1 Series,2016.0,Manual,19732.0,Diesel,30.0,62.8,,15700
 1 Series,2014.0,Manual,59000.0,Diesel,30.0,65.7,2.0,8490
 5 Series,2018.0,Automatic,17280.0,Diesel,145.0,68.9,2.0,23750
 3 Series,2019.0,Semi-Auto,18000.0,Diesel,150.0,64.2,2.0,20980
 3 Series,2018.0,Semi-Auto,21110.0,Diesel,145.0,51.4,3.0,24490
 1 Series,2019.0,Manual,6196.0,Petrol,150.0,,1.5,23995
 3 Series,2019.0,Automatic,4084.0,Diesel,145.0,49.6,2.0,31980
 X3,2016.0,Semi-Auto,35700.0,,145.0,54.3,,21995
 3 Series,2019.0,Semi-Auto,11504.0,,150.0,41.5,2.0,26498
 1 Series,2015.0,Manual,40829.0,Diesel,20.0,70.6,1.5,11000
 X1,2018.0,Semi-Auto,14852.0,Diesel,145.0,60.1,2.0,22632
 3 Series,2017.0,Automatic,,Diesel,145.0,51.4,3.0,20500
 4 Series,2017.0,Automatic,10.0,Petrol,200.0,41.5,3.0,41990
 X1,2019.0,Semi-Auto,,,150.0,36.7,2.0,27991
 M3,2010.0,,79000.0,Petrol,570.0,22.8,4.0,17750
 2 Series,2017.0,Semi-Auto,23730.0,Petrol,200.0,39.8,3.0,22991
 5 Series,2020.0,Semi-Auto,5000.0,Hybrid,,49.6,2.0,34999
 1 Series,2017.0,Automatic,25933.0,Diesel,,72.4,1.5,13300
 X1,2016.0,Semi-Auto,17604.0,Diesel,125.0,60.1,,18995
 1 Series,2017.0,Semi-Auto,9063.0,Petrol,145.0,55.5,1.5,16722
 X2,2019.0,Manual,151.0,Diesel,150.0,53.3,2.0,25907
 X7,2019.0,Semi-Auto,,,150.0,31.4,3.0,77880
 2 Series,2015.0,Semi-Auto,12117.0,Petrol,260.0,35.8,3.0,19140
 1 Series,2016.0,Manual,,Diesel,0.0,78.5,1.5,11988
 1 Series,2017.0,Manual,,Petrol,145.0,46.3,2.0,15490
 8 Series,2019.0,Semi-Auto,3369.0,Petrol,150.0,26.7,4.4,73890
 3 Series,2016.0,Automatic,32500.0,Diesel,30.0,64.2,2.0,17400
 X6,,Automatic,,Diesel,145.0,47.1,,33450
 3 Series,2015.0,Automatic,24741.0,Diesel,30.0,62.8,2.0,13400
 X1,2016.0,Semi-Auto,36956.0,Diesel,30.0,65.7,2.0,16150
 4 Series,2020.0,Semi-Auto,1418.0,Diesel,145.0,50.4,3.0,31503
 1 Series,2017.0,,37000.0,Petrol,125.0,53.3,1.5,11400
 3 Series,2012.0,Automatic,89977.0,Diesel,125.0,,,11490
 X1,2016.0,Automatic,,Diesel,30.0,,2.0,14500
 2 Series,2016.0,Automatic,23030.0,Diesel,145.0,55.4,,17336
 3 Series,2009.0,Automatic,123300.0,Petrol,200.0,,2.0,3695
 1 Series,2019.0,Automatic,17500.0,Diesel,150.0,68.9,1.5,17290
 1 Series,2010.0,Manual,69000.0,Diesel,125.0,57.6,2.0,5990
 1 Series,2019.0,Semi-Auto,4902.0,Diesel,145.0,51.4,2.0,33150
 5 Series,2019.0,Semi-Auto,11675.0,Diesel,145.0,56.5,3.0,30998
 3 Series,2019.0,Semi-Auto,4183.0,Diesel,150.0,52.3,2.0,26995
 3 Series,2017.0,Manual,20983.0,Petrol,,52.3,1.5,13300
 X1,2017.0,Manual,24607.0,Diesel,125.0,60.1,2.0,15200
 3 Series,2015.0,,59020.0,Diesel,125.0,57.6,,10570
 1 Series,2015.0,Manual,40057.0,Diesel,30.0,65.7,2.0,11721
 Z4,2020.0,Semi-Auto,,Petrol,145.0,37.2,2.0,33990
 5 Series,2015.0,Automatic,64560.0,Diesel,,,2.0,13450
 3 Series,2016.0,Semi-Auto,,Diesel,160.0,51.4,3.0,20432
 5 Series,2020.0,Semi-Auto,25.0,Diesel,145.0,65.7,2.0,26450
 2 Series,2016.0,Automatic,22000.0,Petrol,235.0,38.2,3.0,18990
 3 Series,2019.0,Semi-Auto,4953.0,Hybrid,135.0,8.8,2.0,33995
 2 Series,2019.0,Manual,2631.0,Diesel,,55.4,2.0,24500
 1 Series,2020.0,Automatic,1500.0,Diesel,145.0,51.4,2.0,26995
 4 Series,2016.0,Automatic,39891.0,Diesel,145.0,53.3,3.0,18100
 X4,2019.0,Semi-Auto,8515.0,Petrol,145.0,26.9,3.0,42550
 5 Series,2015.0,Automatic,91360.0,Diesel,30.0,62.8,2.0,10795
 2 Series,2017.0,Semi-Auto,20496.0,,,55.4,1.5,19995
 1 Series,2016.0,Manual,45000.0,Diesel,20.0,72.4,1.5,8990
 X3,2020.0,Automatic,2789.0,Diesel,145.0,54.3,2.0,37999
 1 Series,2012.0,Manual,70876.0,Diesel,145.0,56.5,2.0,5999
 3 Series,2019.0,Semi-Auto,4629.0,,150.0,48.7,2.0,29950
 2 Series,2019.0,Semi-Auto,5558.0,Petrol,150.0,50.4,2.0,22475
 X5,2019.0,Semi-Auto,10100.0,Diesel,145.0,33.6,3.0,52995
 5 Series,2017.0,Semi-Auto,24172.0,Hybrid,,156.9,2.0,23895
 X1,2019.0,Manual,5455.0,Petrol,150.0,39.8,1.5,22450
 5 Series,2013.0,Automatic,,Diesel,145.0,55.4,3.0,11299
 X6,2018.0,Semi-Auto,,Diesel,150.0,40.9,3.0,37980
 1 Series,2017.0,Automatic,23786.0,Diesel,20.0,67.3,2.0,14925
 4 Series,2019.0,Semi-Auto,4927.0,,145.0,50.4,3.0,28697
 3 Series,2019.0,Semi-Auto,21.0,Diesel,145.0,70.6,2.0,23500
 1 Series,2014.0,Semi-Auto,56926.0,Diesel,30.0,64.2,2.0,11399
 1 Series,2015.0,Manual,66563.0,Diesel,20.0,68.9,,10485
 3 Series,2013.0,Automatic,73271.0,Diesel,145.0,55.4,3.0,10850
 3 Series,2017.0,Semi-Auto,36000.0,Hybrid,135.0,134.5,2.0,20990
 1 Series,2016.0,Manual,37549.0,Diesel,20.0,70.6,1.5,11799
 3 Series,2011.0,Manual,72082.0,Diesel,125.0,60.1,2.0,6290
 1 Series,2016.0,Manual,,Diesel,30.0,65.7,2.0,8795
 1 Series,2017.0,Semi-Auto,16977.0,Petrol,,39.8,3.0,20750
 3 Series,2017.0,Automatic,45456.0,Diesel,30.0,64.2,2.0,16000
 3 Series,2014.0,Manual,41738.0,Diesel,,62.8,2.0,10100
 X4,2017.0,Semi-Auto,37114.0,Diesel,200.0,47.9,3.0,26191
 4 Series,2019.0,Semi-Auto,3030.0,Diesel,145.0,,2.0,28532
 4 Series,2014.0,Manual,141300.0,Diesel,125.0,58.9,2.0,8500
 4 Series,2019.0,Semi-Auto,,Diesel,145.0,58.9,2.0,25990
 3 Series,2016.0,Semi-Auto,45741.0,Hybrid,0.0,148.7,2.0,14050
 3 Series,2017.0,Automatic,55751.0,Petrol,150.0,51.4,1.5,12600
 4 Series,2020.0,Semi-Auto,18.0,Diesel,150.0,58.9,2.0,42495
 5 Series,2017.0,Semi-Auto,10131.0,Diesel,125.0,,2.0,24171
 3 Series,2019.0,Automatic,8446.0,Diesel,145.0,52.3,2.0,28995
 5 Series,2014.0,Semi-Auto,42749.0,,150.0,55.4,2.0,14995
 2 Series,2017.0,Automatic,,Diesel,145.0,65.7,2.0,17000
 3 Series,2017.0,Semi-Auto,29999.0,Diesel,145.0,64.2,,18495
 1 Series,2017.0,Automatic,25076.0,Diesel,125.0,60.1,2.0,16700
 2 Series,2019.0,Manual,,Petrol,145.0,,1.5,19943
 1 Series,2019.0,Semi-Auto,4061.0,Petrol,145.0,,1.5,21998
 1 Series,2014.0,Manual,42000.0,Petrol,145.0,50.4,1.6,7990
 1 Series,2017.0,Semi-Auto,14684.0,Petrol,145.0,54.3,1.5,17894
 X5,2017.0,Automatic,24749.0,Diesel,145.0,50.4,2.0,28980
 X5,2020.0,Semi-Auto,1500.0,,150.0,37.7,3.0,54998
 3 Series,2019.0,Semi-Auto,6000.0,Diesel,145.0,49.6,2.0,34989
 3 Series,2012.0,Manual,112000.0,Diesel,,61.4,,6480
 1 Series,2019.0,Manual,,Petrol,145.0,41.5,1.5,23963
 2 Series,2020.0,Semi-Auto,9.0,Petrol,145.0,,1.5,20980
 1 Series,2018.0,Manual,18712.0,Diesel,145.0,50.4,2.0,13295
 X4,2019.0,Semi-Auto,9374.0,Diesel,145.0,37.2,3.0,46450
 1 Series,2019.0,Semi-Auto,4171.0,Petrol,150.0,39.8,3.0,25500
 X1,2014.0,Manual,,Diesel,160.0,51.4,2.0,9999
 1 Series,2016.0,Semi-Auto,11538.0,Petrol,200.0,39.8,3.0,18990
 3 Series,,Manual,4465.0,Diesel,145.0,54.3,2.0,27990
 4 Series,2019.0,Semi-Auto,,Petrol,145.0,48.7,2.0,27970
 M4,2017.0,Semi-Auto,9215.0,Petrol,300.0,34.0,3.0,35352
 3 Series,2020.0,Semi-Auto,6565.0,Petrol,150.0,42.2,2.0,27990
 2 Series,2015.0,Semi-Auto,11711.0,Petrol,260.0,,3.0,19898
 X4,2019.0,Automatic,5744.0,Diesel,145.0,42.8,,34526
 3 Series,2017.0,Manual,26000.0,Petrol,125.0,52.3,1.5,12490
 X2,2019.0,Automatic,,Petrol,145.0,38.7,2.0,23976
 X1,2019.0,Semi-Auto,3796.0,Diesel,145.0,36.7,2.0,34791
 2 Series,2016.0,Manual,,,30.0,65.7,,10799
 1 Series,,Semi-Auto,35481.0,,235.0,,3.0,17292
 X1,2019.0,Automatic,3980.0,Diesel,145.0,,,26899
 1 Series,,Manual,17467.0,,30.0,62.8,2.0,14499
 3 Series,2015.0,Manual,34533.0,Diesel,125.0,60.1,2.0,13000
 X1,2019.0,Semi-Auto,1805.0,,,52.3,2.0,28480
 4 Series,2016.0,Semi-Auto,18774.0,Diesel,160.0,49.6,3.0,22932
 2 Series,2020.0,Semi-Auto,2880.0,Petrol,145.0,50.4,1.5,25603
 3 Series,2015.0,Automatic,,Diesel,145.0,56.5,3.0,15700
 3 Series,2016.0,Semi-Auto,39900.0,Diesel,30.0,62.8,2.0,15740
 X1,2020.0,Semi-Auto,3530.0,Diesel,145.0,40.9,2.0,30495
 3 Series,2017.0,Manual,18452.0,Diesel,30.0,,,14990
 1 Series,2017.0,Manual,34249.0,Petrol,,53.3,1.5,13990
 X1,2016.0,Semi-Auto,20761.0,Diesel,125.0,60.1,2.0,19391
 M4,2020.0,Semi-Auto,3000.0,Petrol,150.0,28.5,3.0,59999
 7 Series,2014.0,Automatic,51932.0,Hybrid,195.0,,3.0,19995
 4 Series,2016.0,Automatic,29041.0,Diesel,30.0,65.7,2.0,15999
 2 Series,2016.0,Manual,49636.0,Petrol,125.0,53.3,1.5,11499
 X3,2019.0,Automatic,9641.0,,145.0,30.4,2.0,33450
 5 Series,2017.0,Semi-Auto,38649.0,Diesel,145.0,65.7,2.0,21900
 3 Series,2019.0,Automatic,1049.0,Petrol,150.0,47.9,2.0,23987
 2 Series,2017.0,Automatic,23610.0,Petrol,150.0,51.4,1.5,15200
 2 Series,2016.0,Automatic,,Diesel,,65.7,2.0,11500
 2 Series,2019.0,Semi-Auto,,Diesel,145.0,48.7,2.0,24590
 X3,2011.0,Automatic,90000.0,Diesel,,50.4,2.0,8990
 X5,2019.0,Semi-Auto,,,150.0,37.7,,54900
 X3,2016.0,Automatic,,Diesel,145.0,54.3,2.0,16250
 3 Series,2015.0,Automatic,29000.0,Diesel,145.0,56.5,3.0,15990
 X4,2019.0,Semi-Auto,7974.0,Diesel,150.0,42.8,2.0,31995
 4 Series,2019.0,Automatic,8914.0,Diesel,145.0,65.7,2.0,29999
 M5,2019.0,Semi-Auto,5000.0,Petrol,150.0,26.9,4.4,63980
 1 Series,,Semi-Auto,14200.0,Petrol,145.0,36.7,1.5,17995
 3 Series,2016.0,Automatic,48000.0,Other,,134.5,2.0,17500
 5 Series,2016.0,Semi-Auto,29286.0,Petrol,235.0,37.7,3.0,22875
 2 Series,2019.0,Automatic,,Diesel,,49.6,2.0,22773
 4 Series,2015.0,Semi-Auto,33864.0,Diesel,125.0,60.1,2.0,18272
 4 Series,2016.0,Manual,34236.0,Petrol,160.0,46.3,2.0,15650
 3 Series,2019.0,Semi-Auto,5888.0,Petrol,,51.4,1.5,19750
 4 Series,2018.0,Semi-Auto,15600.0,Diesel,145.0,65.7,2.0,21998
 3 Series,2019.0,Semi-Auto,16086.0,Petrol,145.0,,2.0,21400
 3 Series,2018.0,Semi-Auto,26937.0,Diesel,145.0,,2.0,18500
 4 Series,2016.0,Manual,30055.0,Diesel,145.0,55.4,2.0,17999
 5 Series,2019.0,Semi-Auto,114.0,Petrol,145.0,48.7,2.0,31875
 3 Series,2016.0,Manual,30521.0,Diesel,20.0,68.9,2.0,12750
